expenseName,expenseCategory
Zerodha stock purchase,Investment
Zerodha stock purchase,Investment
Zomato dinner bill,Food
Amazon online shopping,Shopping
Myntra clothing order,Shopping
Myntra clothing order,Shopping
Flipkart electronics purchase,Shopping
Zerodha stock purchase,Investment
Fixed deposit investment,Investment
McDonald's meal payment,Food
Uber ride payment,Travel
Swiggy order payment,Food
Amazon online shopping,Shopping
Personal loan EMI deduction,EMI
Amazon online shopping,Shopping
Cafe coffee purchase at,Food
Groww ETF investment,Investment
Petrol pump fuel payment,Travel
Grocery purchase at Big Bazaar,Food
Myntra clothing order,Shopping
Petrol pump fuel payment,Travel
Cafe coffee purchase at,Food
Ola cab fare,Travel
Groww ETF investment,Investment
Reliance Digital purchase,Shopping
Restaurant dining at,Food
Ola cab fare,Travel
IndiGo flight ticket,Travel
Personal loan EMI deduction,EMI
Zerodha stock purchase,Investment
Dominos pizza order,Food
Ola cab fare,Travel
Bajaj Finserv EMI payment,EMI
Restaurant dining at,Food
Reliance Digital purchase,Shopping
Myntra clothing order,Shopping
SIP investment in mutual fund,Investment
McDonald's meal payment,Food
Fixed deposit investment,Investment
Grocery purchase at Big Bazaar,Food
SBI car loan EMI,EMI
PPF contribution,Investment
IndiGo flight ticket,Travel
Ola cab fare,Travel
Myntra clothing order,Shopping
SBI car loan EMI,EMI
PPF contribution,Investment
Ola cab fare,Travel
Flipkart electronics purchase,Shopping
Cafe coffee purchase at,Food
Zomato dinner bill,Food
Uber ride payment,Travel
Flipkart electronics purchase,Shopping
HDFC home loan EMI,EMI
Zerodha stock purchase,Investment
Myntra clothing order,Shopping
Reliance Digital purchase,Shopping
IndiGo flight ticket,Travel
MakeMyTrip hotel booking,Travel
Myntra clothing order,Shopping
Uber ride payment,Travel
Restaurant dining at,Food
IKEA furniture shopping,Shopping
Myntra clothing order,Shopping
MakeMyTrip hotel booking,Travel
Amazon online shopping,Shopping
IKEA furniture shopping,Shopping
MakeMyTrip hotel booking,Travel
McDonald's meal payment,Food
RedBus bus ticket,Travel
RedBus bus ticket,Travel
Personal loan EMI deduction,EMI
Dominos pizza order,Food
RedBus bus ticket,Travel
Fixed deposit investment,Investment
Groww ETF investment,Investment
McDonald's meal payment,Food
Myntra clothing order,Shopping
Amazon online shopping,Shopping
SBI car loan EMI,EMI
Swiggy order payment,Food
Petrol pump fuel payment,Travel
PPF contribution,Investment
Zerodha stock purchase,Investment
Myntra clothing order,Shopping
PPF contribution,Investment
Groww ETF investment,Investment
Grocery purchase at Big Bazaar,Food
Ola cab fare,Travel
Uber ride payment,Travel
Zerodha stock purchase,Investment
Ola cab fare,Travel
Swiggy order payment,Food
Myntra clothing order,Shopping
Restaurant dining at,Food
IKEA furniture shopping,Shopping
Swiggy order payment,Food
Reliance Digital purchase,Shopping
Fixed deposit investment,Investment
Myntra clothing order,Shopping
Amazon online shopping,Shopping
Flipkart electronics purchase,Shopping
Amazon online shopping,Shopping
PPF contribution,Investment
MakeMyTrip hotel booking,Travel
Restaurant dining at,Food
Petrol pump fuel payment,Travel
Reliance Digital purchase,Shopping
Swiggy order payment,Food
Restaurant dining at,Food
SBI car loan EMI,EMI
Petrol pump fuel payment,Travel
Personal loan EMI deduction,EMI
Fixed deposit investment,Investment
IKEA furniture shopping,Shopping
PPF contribution,Investment
Zerodha stock purchase,Investment
Zerodha stock purchase,Investment
RedBus bus ticket,Travel
RedBus bus ticket,Travel
Zerodha stock purchase,Investment
PPF contribution,Investment
Grocery purchase at Big Bazaar,Food
Dominos pizza order,Food
Zerodha stock purchase,Investment
Zomato dinner bill,Food
HDFC home loan EMI,EMI
Zomato dinner bill,Food
Flipkart electronics purchase,Shopping
MakeMyTrip hotel booking,Travel
Dominos pizza order,Food
Flipkart electronics purchase,Shopping
IndiGo flight ticket,Travel
Grocery purchase at Big Bazaar,Food
Cafe coffee purchase at,Food
PPF contribution,Investment
Cafe coffee purchase at,Food
Personal loan EMI deduction,EMI
IKEA furniture shopping,Shopping
SBI car loan EMI,EMI
Flipkart electronics purchase,Shopping
PPF contribution,Investment
Amazon online shopping,Shopping
Reliance Digital purchase,Shopping
Flipkart electronics purchase,Shopping
Bajaj Finserv EMI payment,EMI
MakeMyTrip hotel booking,Travel
MakeMyTrip hotel booking,Travel
Credit card EMI installment,EMI
Petrol pump fuel payment,Travel
Amazon online shopping,Shopping
Zerodha stock purchase,Investment
IKEA furniture shopping,Shopping
IRCTC train ticket booking,Travel
Myntra clothing order,Shopping
McDonald's meal payment,Food
SBI car loan EMI,EMI
Amazon online shopping,Shopping
Zerodha stock purchase,Investment
PPF contribution,Investment
HDFC home loan EMI,EMI
IKEA furniture shopping,Shopping
Grocery purchase at Big Bazaar,Food
Reliance Digital purchase,Shopping
Groww ETF investment,Investment
IKEA furniture shopping,Shopping
HDFC home loan EMI,EMI
RedBus bus ticket,Travel
Myntra clothing order,Shopping
Zerodha stock purchase,Investment
Fixed deposit investment,Investment
SBI car loan EMI,EMI
IKEA furniture shopping,Shopping
Cafe coffee purchase at,Food
IKEA furniture shopping,Shopping
Bajaj Finserv EMI payment,EMI
Flipkart electronics purchase,Shopping
Reliance Digital purchase,Shopping
SBI car loan EMI,EMI
Zomato dinner bill,Food
SIP investment in mutual fund,Investment
Personal loan EMI deduction,EMI
Swiggy order payment,Food
IRCTC train ticket booking,Travel
Bajaj Finserv EMI payment,EMI
Uber ride payment,Travel
IKEA furniture shopping,Shopping
Restaurant dining at,Food
IKEA furniture shopping,Shopping
Reliance Digital purchase,Shopping
Grocery purchase at Big Bazaar,Food
Uber ride payment,Travel
Groww ETF investment,Investment
Swiggy order payment,Food
Credit card EMI installment,EMI
SIP investment in mutual fund,Investment
Myntra clothing order,Shopping
Restaurant dining at,Food
Grocery purchase at Big Bazaar,Food
Flipkart electronics purchase,Shopping
Myntra clothing order,Shopping
Amazon online shopping,Shopping
SIP investment in mutual fund,Investment
Reliance Digital purchase,Shopping
Swiggy order payment,Food
IndiGo flight ticket,Travel
Swiggy order payment,Food
Bajaj Finserv EMI payment,EMI
SBI car loan EMI,EMI
Cafe coffee purchase at,Food
Credit card EMI installment,EMI
Groww ETF investment,Investment
Cafe coffee purchase at,Food
Uber ride payment,Travel
Personal loan EMI deduction,EMI
Zerodha stock purchase,Investment
Zerodha stock purchase,Investment
Uber ride payment,Travel
SBI car loan EMI,EMI
Credit card EMI installment,EMI
Credit card EMI installment,EMI
Groww ETF investment,Investment
Bajaj Finserv EMI payment,EMI
Reliance Digital purchase,Shopping
McDonald's meal payment,Food
Petrol pump fuel payment,Travel
Cafe coffee purchase at,Food
IRCTC train ticket booking,Travel
SBI car loan EMI,EMI
Amazon online shopping,Shopping
IndiGo flight ticket,Travel
Uber ride payment,Travel
Dominos pizza order,Food
RedBus bus ticket,Travel
PPF contribution,Investment
Personal loan EMI deduction,EMI
Petrol pump fuel payment,Travel
Bajaj Finserv EMI payment,EMI
Ola cab fare,Travel
SBI car loan EMI,EMI
SBI car loan EMI,EMI
HDFC home loan EMI,EMI
Myntra clothing order,Shopping
Amazon online shopping,Shopping
Restaurant dining at,Food
Amazon online shopping,Shopping
Amazon online shopping,Shopping
Groww ETF investment,Investment
RedBus bus ticket,Travel
IRCTC train ticket booking,Travel
Credit card EMI installment,EMI
HDFC home loan EMI,EMI
SIP investment in mutual fund,Investment
Personal loan EMI deduction,EMI
Bajaj Finserv EMI payment,EMI
Flipkart electronics purchase,Shopping
IndiGo flight ticket,Travel
Zomato dinner bill,Food
Flipkart electronics purchase,Shopping
Dominos pizza order,Food
IKEA furniture shopping,Shopping
SIP investment in mutual fund,Investment
IKEA furniture shopping,Shopping
Amazon online shopping,Shopping
IndiGo flight ticket,Travel
Uber ride payment,Travel
Reliance Digital purchase,Shopping
Restaurant dining at,Food
Groww ETF investment,Investment
IRCTC train ticket booking,Travel
Fixed deposit investment,Investment
IKEA furniture shopping,Shopping
Credit card EMI installment,EMI
IRCTC train ticket booking,Travel
PPF contribution,Investment
PPF contribution,Investment
Petrol pump fuel payment,Travel
Amazon online shopping,Shopping
Ola cab fare,Travel
Petrol pump fuel payment,Travel
Credit card EMI installment,EMI
Groww ETF investment,Investment
HDFC home loan EMI,EMI
IKEA furniture shopping,Shopping
Swiggy order payment,Food
IKEA furniture shopping,Shopping
Petrol pump fuel payment,Travel
RedBus bus ticket,Travel
SBI car loan EMI,EMI
Grocery purchase at Big Bazaar,Food
Myntra clothing order,Shopping
MakeMyTrip hotel booking,Travel
Personal loan EMI deduction,EMI
Personal loan EMI deduction,EMI
Reliance Digital purchase,Shopping
Zerodha stock purchase,Investment
Credit card EMI installment,EMI
Myntra clothing order,Shopping
Petrol pump fuel payment,Travel
Amazon online shopping,Shopping
Cafe coffee purchase at,Food
Fixed deposit investment,Investment
McDonald's meal payment,Food
IKEA furniture shopping,Shopping
Reliance Digital purchase,Shopping
SIP investment in mutual fund,Investment
IKEA furniture shopping,Shopping
Bajaj Finserv EMI payment,EMI
SBI car loan EMI,EMI
Petrol pump fuel payment,Travel
Amazon online shopping,Shopping
MakeMyTrip hotel booking,Travel
IKEA furniture shopping,Shopping
Fixed deposit investment,Investment
Grocery purchase at Big Bazaar,Food
Fixed deposit investment,Investment
Personal loan EMI deduction,EMI
Dominos pizza order,Food
Flipkart electronics purchase,Shopping
PPF contribution,Investment
Bajaj Finserv EMI payment,EMI
PPF contribution,Investment
RedBus bus ticket,Travel
Dominos pizza order,Food
Personal loan EMI deduction,EMI
McDonald's meal payment,Food
McDonald's meal payment,Food
SBI car loan EMI,EMI
SIP investment in mutual fund,Investment
Swiggy order payment,Food
Amazon online shopping,Shopping
Flipkart electronics purchase,Shopping
Groww ETF investment,Investment
Bajaj Finserv EMI payment,EMI
SIP investment in mutual fund,Investment
Myntra clothing order,Shopping
McDonald's meal payment,Food
Swiggy order payment,Food
Zomato dinner bill,Food
Zerodha stock purchase,Investment
Personal loan EMI deduction,EMI
PPF contribution,Investment
SIP investment in mutual fund,Investment
Personal loan EMI deduction,EMI
Fixed deposit investment,Investment
SBI car loan EMI,EMI
Dominos pizza order,Food
Personal loan EMI deduction,EMI
SIP investment in mutual fund,Investment
Credit card EMI installment,EMI
Dominos pizza order,Food
PPF contribution,Investment
Fixed deposit investment,Investment
HDFC home loan EMI,EMI
SBI car loan EMI,EMI
Amazon online shopping,Shopping
Flipkart electronics purchase,Shopping
IndiGo flight ticket,Travel
Petrol pump fuel payment,Travel
PPF contribution,Investment
IRCTC train ticket booking,Travel
Cafe coffee purchase at,Food
HDFC home loan EMI,EMI
SIP investment in mutual fund,Investment
Grocery purchase at Big Bazaar,Food
Groww ETF investment,Investment
IRCTC train ticket booking,Travel
Credit card EMI installment,EMI
Restaurant dining at,Food
Zomato dinner bill,Food
Amazon online shopping,Shopping
Uber ride payment,Travel
PPF contribution,Investment
RedBus bus ticket,Travel
Restaurant dining at,Food
Credit card EMI installment,EMI
Flipkart electronics purchase,Shopping
Uber ride payment,Travel
Amazon online shopping,Shopping
Groww ETF investment,Investment
Amazon online shopping,Shopping
Petrol pump fuel payment,Travel
Personal loan EMI deduction,EMI
Bajaj Finserv EMI payment,EMI
HDFC home loan EMI,EMI
RedBus bus ticket,Travel
Personal loan EMI deduction,EMI
Zerodha stock purchase,Investment
Cafe coffee purchase at,Food
Uber ride payment,Travel
Fixed deposit investment,Investment
McDonald's meal payment,Food
Groww ETF investment,Investment
Zomato dinner bill,Food
Petrol pump fuel payment,Travel
Amazon online shopping,Shopping
Petrol pump fuel payment,Travel
Personal loan EMI deduction,EMI
Ola cab fare,Travel
PPF contribution,Investment
HDFC home loan EMI,EMI
Grocery purchase at Big Bazaar,Food
Restaurant dining at,Food
SIP investment in mutual fund,Investment
IndiGo flight ticket,Travel
SBI car loan EMI,EMI
HDFC home loan EMI,EMI
RedBus bus ticket,Travel
Grocery purchase at Big Bazaar,Food
Credit card EMI installment,EMI
Restaurant dining at,Food
Swiggy order payment,Food
Fixed deposit investment,Investment
HDFC home loan EMI,EMI
IRCTC train ticket booking,Travel
RedBus bus ticket,Travel
Swiggy order payment,Food
Myntra clothing order,Shopping
Ola cab fare,Travel
Reliance Digital purchase,Shopping
Reliance Digital purchase,Shopping
Groww ETF investment,Investment
Reliance Digital purchase,Shopping
IRCTC train ticket booking,Travel
Groww ETF investment,Investment
IRCTC train ticket booking,Travel
Ola cab fare,Travel
Grocery purchase at Big Bazaar,Food
Swiggy order payment,Food
Fixed deposit investment,Investment
Zerodha stock purchase,Investment
Zomato dinner bill,Food
Zerodha stock purchase,Investment
RedBus bus ticket,Travel
Myntra clothing order,Shopping
IndiGo flight ticket,Travel
Zerodha stock purchase,Investment
SBI car loan EMI,EMI
IKEA furniture shopping,Shopping
Credit card EMI installment,EMI
HDFC home loan EMI,EMI
Zerodha stock purchase,Investment
Amazon online shopping,Shopping
Zerodha stock purchase,Investment
Zomato dinner bill,Food
Dominos pizza order,Food
Uber ride payment,Travel
Reliance Digital purchase,Shopping
Reliance Digital purchase,Shopping
PPF contribution,Investment
Swiggy order payment,Food
Bajaj Finserv EMI payment,EMI
Credit card EMI installment,EMI
SIP investment in mutual fund,Investment
Amazon online shopping,Shopping
Cafe coffee purchase at,Food
IndiGo flight ticket,Travel
RedBus bus ticket,Travel
Bajaj Finserv EMI payment,EMI
Ola cab fare,Travel
Dominos pizza order,Food
IRCTC train ticket booking,Travel
Myntra clothing order,Shopping
MakeMyTrip hotel booking,Travel
Grocery purchase at Big Bazaar,Food
PPF contribution,Investment
Fixed deposit investment,Investment
IndiGo flight ticket,Travel
Bajaj Finserv EMI payment,EMI
IndiGo flight ticket,Travel
Fixed deposit investment,Investment
Amazon online shopping,Shopping
IRCTC train ticket booking,Travel
Personal loan EMI deduction,EMI
Cafe coffee purchase at,Food
Swiggy order payment,Food
Restaurant dining at,Food
IKEA furniture shopping,Shopping
Zomato dinner bill,Food
Reliance Digital purchase,Shopping
Personal loan EMI deduction,EMI
Groww ETF investment,Investment
Fixed deposit investment,Investment
Ola cab fare,Travel
Swiggy order payment,Food
Bajaj Finserv EMI payment,EMI
Grocery purchase at Big Bazaar,Food
Fixed deposit investment,Investment
Amazon online shopping,Shopping
Groww ETF investment,Investment
Flipkart electronics purchase,Shopping
HDFC home loan EMI,EMI
IKEA furniture shopping,Shopping
IndiGo flight ticket,Travel
RedBus bus ticket,Travel
SBI car loan EMI,EMI
Personal loan EMI deduction,EMI
SIP investment in mutual fund,Investment
Zomato dinner bill,Food
Reliance Digital purchase,Shopping
Zerodha stock purchase,Investment
Zomato dinner bill,Food
Ola cab fare,Travel
Zerodha stock purchase,Investment
Bajaj Finserv EMI payment,EMI
RedBus bus ticket,Travel
Swiggy order payment,Food
Reliance Digital purchase,Shopping
Credit card EMI installment,EMI
Amazon online shopping,Shopping
Grocery purchase at Big Bazaar,Food
Amazon online shopping,Shopping
Cafe coffee purchase at,Food
Grocery purchase at Big Bazaar,Food
Cafe coffee purchase at,Food
RedBus bus ticket,Travel
Zerodha stock purchase,Investment
IKEA furniture shopping,Shopping
Reliance Digital purchase,Shopping
Amazon online shopping,Shopping
Myntra clothing order,Shopping
McDonald's meal payment,Food
Reliance Digital purchase,Shopping
Credit card EMI installment,EMI
Swiggy order payment,Food
IKEA furniture shopping,Shopping
Ola cab fare,Travel
Dominos pizza order,Food
SIP investment in mutual fund,Investment
Amazon online shopping,Shopping
IKEA furniture shopping,Shopping
Bajaj Finserv EMI payment,EMI
Myntra clothing order,Shopping
Zomato dinner bill,Food
Swiggy order payment,Food
SBI car loan EMI,EMI
SIP investment in mutual fund,Investment
Fixed deposit investment,Investment
Bajaj Finserv EMI payment,EMI
Credit card EMI installment,EMI
MakeMyTrip hotel booking,Travel
Grocery purchase at Big Bazaar,Food
McDonald's meal payment,Food
Amazon online shopping,Shopping
Ola cab fare,Travel
Reliance Digital purchase,Shopping
HDFC home loan EMI,EMI
Zerodha stock purchase,Investment
Personal loan EMI deduction,EMI
Groww ETF investment,Investment
IndiGo flight ticket,Travel
SBI car loan EMI,EMI
Ola cab fare,Travel
SIP investment in mutual fund,Investment
Zomato dinner bill,Food
Flipkart electronics purchase,Shopping
HDFC home loan EMI,EMI
SIP investment in mutual fund,Investment
Bajaj Finserv EMI payment,EMI
Credit card EMI installment,EMI
Swiggy order payment,Food
Ola cab fare,Travel
PPF contribution,Investment
Zomato dinner bill,Food
Flipkart electronics purchase,Shopping
Swiggy order payment,Food
Ola cab fare,Travel
Petrol pump fuel payment,Travel
SIP investment in mutual fund,Investment
Uber ride payment,Travel
Personal loan EMI deduction,EMI
Cafe coffee purchase at,Food
Groww ETF investment,Investment
Bajaj Finserv EMI payment,EMI
Restaurant dining at,Food
IndiGo flight ticket,Travel
RedBus bus ticket,Travel
SIP investment in mutual fund,Investment
Restaurant dining at,Food
Credit card EMI installment,EMI
MakeMyTrip hotel booking,Travel
IRCTC train ticket booking,Travel
Reliance Digital purchase,Shopping
Fixed deposit investment,Investment
HDFC home loan EMI,EMI
RedBus bus ticket,Travel
IndiGo flight ticket,Travel
Grocery purchase at Big Bazaar,Food
PPF contribution,Investment
Zerodha stock purchase,Investment
HDFC home loan EMI,EMI
Reliance Digital purchase,Shopping
Fixed deposit investment,Investment
Personal loan EMI deduction,EMI
SIP investment in mutual fund,Investment
Amazon online shopping,Shopping
HDFC home loan EMI,EMI
McDonald's meal payment,Food
IKEA furniture shopping,Shopping
SBI car loan EMI,EMI
Bajaj Finserv EMI payment,EMI
HDFC home loan EMI,EMI
PPF contribution,Investment
Zomato dinner bill,Food
Groww ETF investment,Investment
SBI car loan EMI,EMI
Flipkart electronics purchase,Shopping
Groww ETF investment,Investment
McDonald's meal payment,Food
Reliance Digital purchase,Shopping
IKEA furniture shopping,Shopping
IndiGo flight ticket,Travel
Zerodha stock purchase,Investment
Personal loan EMI deduction,EMI
IKEA furniture shopping,Shopping
Grocery purchase at Big Bazaar,Food
Reliance Digital purchase,Shopping
PPF contribution,Investment
Restaurant dining at,Food
Swiggy order payment,Food
RedBus bus ticket,Travel
SBI car loan EMI,EMI
HDFC home loan EMI,EMI
Ola cab fare,Travel
Dominos pizza order,Food
Personal loan EMI deduction,EMI
Reliance Digital purchase,Shopping
IndiGo flight ticket,Travel
Reliance Digital purchase,Shopping
Zomato dinner bill,Food
Uber ride payment,Travel
IKEA furniture shopping,Shopping
Swiggy order payment,Food
HDFC home loan EMI,EMI
IRCTC train ticket booking,Travel
SIP investment in mutual fund,Investment
SIP investment in mutual fund,Investment
Fixed deposit investment,Investment
Dominos pizza order,Food
RedBus bus ticket,Travel
Personal loan EMI deduction,EMI
Dominos pizza order,Food
Grocery purchase at Big Bazaar,Food
Fixed deposit investment,Investment
HDFC home loan EMI,EMI
Zomato dinner bill,Food
SBI car loan EMI,EMI
MakeMyTrip hotel booking,Travel
Zerodha stock purchase,Investment
Fixed deposit investment,Investment
Zerodha stock purchase,Investment
Amazon online shopping,Shopping
SIP investment in mutual fund,Investment
Cafe coffee purchase at,Food
Amazon online shopping,Shopping
Zerodha stock purchase,Investment
MakeMyTrip hotel booking,Travel
Reliance Digital purchase,Shopping
SIP investment in mutual fund,Investment
Groww ETF investment,Investment
Cafe coffee purchase at,Food
Amazon online shopping,Shopping
Zomato dinner bill,Food
Amazon online shopping,Shopping
Myntra clothing order,Shopping
Fixed deposit investment,Investment
MakeMyTrip hotel booking,Travel
SBI car loan EMI,EMI
Ola cab fare,Travel
Ola cab fare,Travel
Cafe coffee purchase at,Food
Fixed deposit investment,Investment
Fixed deposit investment,Investment
Groww ETF investment,Investment
SIP investment in mutual fund,Investment
Groww ETF investment,Investment
Amazon online shopping,Shopping
SBI car loan EMI,EMI
Dominos pizza order,Food
Groww ETF investment,Investment
SIP investment in mutual fund,Investment
Zomato dinner bill,Food
McDonald's meal payment,Food
SBI car loan EMI,EMI
MakeMyTrip hotel booking,Travel
Grocery purchase at Big Bazaar,Food
Petrol pump fuel payment,Travel
Myntra clothing order,Shopping
Uber ride payment,Travel
Dominos pizza order,Food
McDonald's meal payment,Food
Uber ride payment,Travel
HDFC home loan EMI,EMI
Personal loan EMI deduction,EMI
Credit card EMI installment,EMI
Ola cab fare,Travel
Myntra clothing order,Shopping
Amazon online shopping,Shopping
HDFC home loan EMI,EMI
Credit card EMI installment,EMI
IndiGo flight ticket,Travel
Reliance Digital purchase,Shopping
Restaurant dining at,Food
Myntra clothing order,Shopping
Zomato dinner bill,Food
Cafe coffee purchase at,Food
HDFC home loan EMI,EMI
Myntra clothing order,Shopping
Fixed deposit investment,Investment
Bajaj Finserv EMI payment,EMI
McDonald's meal payment,Food
Reliance Digital purchase,Shopping
SIP investment in mutual fund,Investment
Credit card EMI installment,EMI
Bajaj Finserv EMI payment,EMI
PPF contribution,Investment
HDFC home loan EMI,EMI
Cafe coffee purchase at,Food
Reliance Digital purchase,Shopping
Groww ETF investment,Investment
Fixed deposit investment,Investment
IndiGo flight ticket,Travel
Zomato dinner bill,Food
Bajaj Finserv EMI payment,EMI
Amazon online shopping,Shopping
Groww ETF investment,Investment
Personal loan EMI deduction,EMI
Zerodha stock purchase,Investment
Petrol pump fuel payment,Travel
Credit card EMI installment,EMI
Zerodha stock purchase,Investment
Petrol pump fuel payment,Travel
HDFC home loan EMI,EMI
Groww ETF investment,Investment
PPF contribution,Investment
IndiGo flight ticket,Travel
IRCTC train ticket booking,Travel
Reliance Digital purchase,Shopping
IRCTC train ticket booking,Travel
Petrol pump fuel payment,Travel
Reliance Digital purchase,Shopping
SIP investment in mutual fund,Investment
IKEA furniture shopping,Shopping
Flipkart electronics purchase,Shopping
Bajaj Finserv EMI payment,EMI
HDFC home loan EMI,EMI
Dominos pizza order,Food
Flipkart electronics purchase,Shopping
Reliance Digital purchase,Shopping
Personal loan EMI deduction,EMI
Groww ETF investment,Investment
SBI car loan EMI,EMI
Credit card EMI installment,EMI
Fixed deposit investment,Investment
PPF contribution,Investment
Bajaj Finserv EMI payment,EMI
Grocery purchase at Big Bazaar,Food
Zomato dinner bill,Food
Myntra clothing order,Shopping
IndiGo flight ticket,Travel
Zerodha stock purchase,Investment
Ola cab fare,Travel
Ola cab fare,Travel
IndiGo flight ticket,Travel
McDonald's meal payment,Food
Credit card EMI installment,EMI
Cafe coffee purchase at,Food
Uber ride payment,Travel
Petrol pump fuel payment,Travel
HDFC home loan EMI,EMI
Reliance Digital purchase,Shopping
Uber ride payment,Travel
McDonald's meal payment,Food
Amazon online shopping,Shopping
Ola cab fare,Travel
MakeMyTrip hotel booking,Travel
IKEA furniture shopping,Shopping
SBI car loan EMI,EMI
Credit card EMI installment,EMI
Cafe coffee purchase at,Food
Cafe coffee purchase at,Food
Zomato dinner bill,Food
Cafe coffee purchase at,Food
SIP investment in mutual fund,Investment
Swiggy order payment,Food
Ola cab fare,Travel
Zerodha stock purchase,Investment
Credit card EMI installment,EMI
McDonald's meal payment,Food
Petrol pump fuel payment,Travel
PPF contribution,Investment
Amazon online shopping,Shopping
Amazon online shopping,Shopping
Bajaj Finserv EMI payment,EMI
Personal loan EMI deduction,EMI
Myntra clothing order,Shopping
Flipkart electronics purchase,Shopping
Ola cab fare,Travel
RedBus bus ticket,Travel
Amazon online shopping,Shopping
Amazon online shopping,Shopping
IRCTC train ticket booking,Travel
Personal loan EMI deduction,EMI
Zomato dinner bill,Food
PPF contribution,Investment
SBI car loan EMI,EMI
Petrol pump fuel payment,Travel
SBI car loan EMI,EMI
Personal loan EMI deduction,EMI
Myntra clothing order,Shopping
Grocery purchase at Big Bazaar,Food
Groww ETF investment,Investment
PPF contribution,Investment
SIP investment in mutual fund,Investment
Amazon online shopping,Shopping
Grocery purchase at Big Bazaar,Food
Petrol pump fuel payment,Travel
RedBus bus ticket,Travel
Bajaj Finserv EMI payment,EMI
Petrol pump fuel payment,Travel
Personal loan EMI deduction,EMI
Grocery purchase at Big Bazaar,Food
IRCTC train ticket booking,Travel
Ola cab fare,Travel
Ola cab fare,Travel
Zomato dinner bill,Food
Bajaj Finserv EMI payment,EMI
Swiggy order payment,Food
IRCTC train ticket booking,Travel
Zomato dinner bill,Food
IKEA furniture shopping,Shopping
Myntra clothing order,Shopping
Petrol pump fuel payment,Travel
Ola cab fare,Travel
SBI car loan EMI,EMI
Petrol pump fuel payment,Travel
McDonald's meal payment,Food
Personal loan EMI deduction,EMI
Flipkart electronics purchase,Shopping
Bajaj Finserv EMI payment,EMI
Amazon online shopping,Shopping
Personal loan EMI deduction,EMI
IKEA furniture shopping,Shopping
Swiggy order payment,Food
PPF contribution,Investment
PPF contribution,Investment
Bajaj Finserv EMI payment,EMI
Cafe coffee purchase at,Food
HDFC home loan EMI,EMI
Groww ETF investment,Investment
Grocery purchase at Big Bazaar,Food
PPF contribution,Investment
Uber ride payment,Travel
MakeMyTrip hotel booking,Travel
Groww ETF investment,Investment
MakeMyTrip hotel booking,Travel
Groww ETF investment,Investment
MakeMyTrip hotel booking,Travel
Reliance Digital purchase,Shopping
Uber ride payment,Travel
Flipkart electronics purchase,Shopping
Myntra clothing order,Shopping
IRCTC train ticket booking,Travel
MakeMyTrip hotel booking,Travel
SBI car loan EMI,EMI
HDFC home loan EMI,EMI
SBI car loan EMI,EMI
Uber ride payment,Travel
Restaurant dining at,Food
Grocery purchase at Big Bazaar,Food
Fixed deposit investment,Investment
IRCTC train ticket booking,Travel
IRCTC train ticket booking,Travel
SBI car loan EMI,EMI
Grocery purchase at Big Bazaar,Food
Bajaj Finserv EMI payment,EMI
Amazon online shopping,Shopping
Restaurant dining at,Food
PPF contribution,Investment
PPF contribution,Investment
Ola cab fare,Travel
Petrol pump fuel payment,Travel
Reliance Digital purchase,Shopping
Personal loan EMI deduction,EMI
IRCTC train ticket booking,Travel
Myntra clothing order,Shopping
HDFC home loan EMI,EMI
Personal loan EMI deduction,EMI
Personal loan EMI deduction,EMI
Flipkart electronics purchase,Shopping
Credit card EMI installment,EMI
Zerodha stock purchase,Investment
Uber ride payment,Travel
Credit card EMI installment,EMI
Flipkart electronics purchase,Shopping
RedBus bus ticket,Travel
Bajaj Finserv EMI payment,EMI
Reliance Digital purchase,Shopping
Ola cab fare,Travel
HDFC home loan EMI,EMI
Flipkart electronics purchase,Shopping
Zerodha stock purchase,Investment
Credit card EMI installment,EMI
Zerodha stock purchase,Investment
SBI car loan EMI,EMI
McDonald's meal payment,Food
Ola cab fare,Travel
Restaurant dining at,Food
Petrol pump fuel payment,Travel
Grocery purchase at Big Bazaar,Food
PPF contribution,Investment
SIP investment in mutual fund,Investment
SIP investment in mutual fund,Investment
HDFC home loan EMI,EMI
Credit card EMI installment,EMI
Cafe coffee purchase at,Food
Swiggy order payment,Food
Amazon online shopping,Shopping
Grocery purchase at Big Bazaar,Food
SBI car loan EMI,EMI
Ola cab fare,Travel
SIP investment in mutual fund,Investment
Flipkart electronics purchase,Shopping
Dominos pizza order,Food
Grocery purchase at Big Bazaar,Food
SIP investment in mutual fund,Investment
Credit card EMI installment,EMI
SIP investment in mutual fund,Investment
Zerodha stock purchase,Investment
MakeMyTrip hotel booking,Travel
HDFC home loan EMI,EMI
SBI car loan EMI,EMI
IRCTC train ticket booking,Travel
PPF contribution,Investment
MakeMyTrip hotel booking,Travel
RedBus bus ticket,Travel
Dominos pizza order,Food
Myntra clothing order,Shopping
Cafe coffee purchase at,Food
MakeMyTrip hotel booking,Travel
Bajaj Finserv EMI payment,EMI
HDFC home loan EMI,EMI
IndiGo flight ticket,Travel
PPF contribution,Investment
PPF contribution,Investment
Cafe coffee purchase at,Food
RedBus bus ticket,Travel
SBI car loan EMI,EMI
McDonald's meal payment,Food
SIP investment in mutual fund,Investment
HDFC home loan EMI,EMI
SIP investment in mutual fund,Investment
Fixed deposit investment,Investment
Ola cab fare,Travel
Uber ride payment,Travel
Personal loan EMI deduction,EMI
