elapsedDay,daysInMonth,progressRatio,spentSoFar,forecastableSpentSoFar,recurringCommittedTotal,recurringSpentSoFar,recurringPending,mtdTransactionCount,dailyTransactionFrequency,dailySpendVelocity,trailing3MonthAverage,trailing6MonthMedian,historicalTheilSenSlope,residualMad,topCategoryShare,categoryEntropy,cat_Food,cat_Transport,cat_Shopping,cat_Bills,cat_Entertainment,cat_Groceries,cat_Health,cat_Education,cat_Travel,cat_Rent,cat_Investment,cat_Salary,cat_Personal Care,cat_Gifts,cat_Others,remainingSpend
12,30,0.4,62457.52,59808.96,59107.01,48491.3,10615.71,14,1.1667,5204.79,89629.93,87323.02,120.8661,6749.5,0.4856,1.5382,0.0735,0.0,0.0551,0.1819,0.0321,0.1089,0.0,0.0,0.0,0.4856,0.0,0.0,0.0629,0.0,0.0,31765.5
15,30,0.5,67009.82,64361.26,59107.01,50415.6,8691.41,18,1.2,4467.32,89629.93,87323.02,120.8661,6749.5,0.4526,1.5924,0.1019,0.0,0.0534,0.1695,0.0299,0.1302,0.0,0.0,0.0,0.4526,0.0,0.0,0.0624,0.0,0.0,27213.2
18,30,0.6,73658.85,71010.29,59107.01,54853.31,4253.7,22,1.2222,4092.16,89629.93,87323.02,120.8661,6749.5,0.4118,1.6607,0.0927,0.0,0.0486,0.1542,0.0561,0.1787,0.0,0.0,0.0,0.4118,0.0,0.0,0.0568,0.0,0.0011,20564.17
22,30,0.7333,84379.1,78921.63,59107.01,57251.56,1855.45,27,1.2273,3835.41,89629.93,87323.02,120.8661,6749.5,0.3595,1.8161,0.1047,0.0,0.0604,0.1346,0.049,0.1844,0.0,0.0,0.0,0.3595,0.0,0.0,0.0613,0.0,0.0461,9843.92
25,30,0.8333,84498.43,79040.96,59107.01,57251.56,1855.45,28,1.12,3379.94,89629.93,87323.02,120.8661,6749.5,0.359,1.8174,0.1045,0.0,0.0603,0.1344,0.0489,0.1842,0.0,0.0,0.0,0.359,0.0,0.0,0.0626,0.0,0.046,9724.59
28,30,0.9333,93310.88,85104.99,59107.01,59107.01,0,32,1.1429,3332.53,89629.93,87323.02,120.8661,6749.5,0.3251,1.9438,0.0947,0.0402,0.0546,0.1217,0.0443,0.1866,0.0,0.0,0.0,0.3251,0.0,0.0,0.0723,0.0,0.0604,912.14
1,30,0.0333,30331.83,30331.83,59305.74,30331.83,28973.91,1,1.0,30331.83,95437.94,92139.64,1046.1213,3907.47,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,69018.34
3,30,0.1,32329.82,32329.82,59305.74,32193.77,27111.97,3,1.0,10776.61,95437.94,92139.64,1046.1213,3907.47,0.9382,0.2473,0.0,0.0,0.0,0.0,0.0,0.0576,0.0,0.0,0.0,0.9382,0.0,0.0,0.0,0.0,0.0042,67020.35
5,30,0.1667,49441.05,49441.05,59305.74,46915.13,12390.61,7,1.4,9888.21,95437.94,92139.64,1046.1213,3907.47,0.6135,1.0469,0.0307,0.0177,0.0,0.2535,0.0,0.0819,0.0,0.0,0.0,0.6135,0.0,0.0,0.0,0.0,0.0028,49909.12
8,30,0.2667,50237.25,50237.25,59305.74,46915.13,12390.61,10,1.25,6279.66,95437.94,92139.64,1046.1213,3907.47,0.6038,1.1118,0.0302,0.0174,0.0,0.2495,0.0158,0.0806,0.0,0.0,0.0,0.6038,0.0,0.0,0.0,0.0,0.0027,49112.92
12,30,0.4,55018.73,55018.73,59305.74,51043.27,8262.47,15,1.25,4584.89,95437.94,92139.64,1046.1213,3907.47,0.5513,1.2278,0.0276,0.0162,0.0,0.2278,0.0252,0.1486,0.0,0.0,0.0,0.5513,0.0,0.0,0.0008,0.0,0.0025,44331.44
15,30,0.5,61350.98,57870.8,59305.74,51043.27,8262.47,18,1.2,4090.07,95437.94,92139.64,1046.1213,3907.47,0.4944,1.4165,0.0418,0.0276,0.0,0.2043,0.0957,0.1333,0.0,0.0,0.0,0.4944,0.0,0.0,0.0007,0.0,0.0022,37999.19
18,30,0.6,69936.03,62872.66,59305.74,55045.13,4260.61,21,1.1667,3885.34,95437.94,92139.64,1046.1213,3907.47,0.4337,1.5807,0.0367,0.0242,0.0,0.1792,0.0839,0.1741,0.0,0.0,0.0,0.4337,0.0,0.0,0.0006,0.0,0.0675,29414.14
22,30,0.7333,77771.69,70708.32,59305.74,56919.74,2386.0,26,1.1818,3535.08,95437.94,92139.64,1046.1213,3907.47,0.39,1.769,0.033,0.0304,0.0114,0.1612,0.0755,0.1807,0.0,0.0,0.0,0.39,0.0,0.0,0.0572,0.0,0.0607,21578.48
25,30,0.8333,78175.02,71111.65,59305.74,56919.74,2386.0,27,1.08,3127.0,95437.94,92139.64,1046.1213,3907.47,0.388,1.773,0.0328,0.0302,0.0114,0.1604,0.0802,0.1798,0.0,0.0,0.0,0.388,0.0,0.0,0.0569,0.0,0.0604,21175.15
28,30,0.9333,99350.17,77829.6,59305.74,59305.74,0,31,1.1071,3548.22,95437.94,92139.64,1046.1213,3907.47,0.3053,1.892,0.0951,0.0238,0.0089,0.1262,0.0631,0.1655,0.0,0.0,0.0,0.3053,0.0,0.0,0.1646,0.0,0.0475,0.0
1,30,0.0333,35001.42,35001.42,59430.19,32516.79,26913.39,3,3.0,35001.42,96687.16,94912.75,1571.2453,3518.17,0.8666,0.485,0.0,0.071,0.0,0.0,0.0,0.0624,0.0,0.0,0.0,0.8666,0.0,0.0,0.0,0.0,0.0,55273.95
3,30,0.1,38537.77,38537.77,59430.19,32516.79,26913.39,5,1.6667,12845.92,96687.16,94912.75,1571.2453,3518.17,0.7871,0.8017,0.0,0.0645,0.0659,0.0,0.0259,0.0567,0.0,0.0,0.0,0.7871,0.0,0.0,0.0,0.0,0.0,51737.6
5,30,0.1667,55045.28,55045.28,59430.19,47065.36,12364.83,9,1.8,11009.06,96687.16,94912.75,1571.2453,3518.17,0.551,1.3138,0.0,0.0451,0.0725,0.2217,0.0181,0.0823,0.0,0.0,0.0,0.551,0.0,0.0,0.0092,0.0,0.0,35230.1
8,30,0.2667,57561.38,57561.38,59430.19,47065.36,12364.83,11,1.375,7195.17,96687.16,94912.75,1571.2453,3518.17,0.5269,1.4163,0.0,0.0432,0.0694,0.212,0.0216,0.0787,0.0,0.0,0.0,0.5269,0.0,0.0,0.0482,0.0,0.0,32714.0
12,30,0.4,62972.9,62972.9,59430.19,50961.42,8468.77,16,1.3333,5247.74,96687.16,94912.75,1571.2453,3518.17,0.4817,1.5396,0.0,0.0395,0.0668,0.1938,0.0279,0.1338,0.0,0.0,0.0,0.4817,0.0,0.0,0.044,0.0,0.0126,27302.48
15,30,0.5,64791.1,64791.1,59430.19,50961.42,8468.77,18,1.2,4319.41,96687.16,94912.75,1571.2453,3518.17,0.4681,1.6163,0.0174,0.0383,0.0649,0.1884,0.0271,0.13,0.0,0.0,0.0,0.4681,0.0,0.0,0.0534,0.0,0.0122,25484.28
18,30,0.6,71981.86,71981.86,59430.19,54961.53,4468.66,23,1.2778,3998.99,96687.16,94912.75,1571.2453,3518.17,0.4214,1.6962,0.035,0.0357,0.0823,0.1695,0.0244,0.1726,0.0,0.0,0.0,0.4214,0.0,0.0,0.0481,0.0,0.011,18293.52
22,30,0.7333,80602.06,80602.06,59430.19,57256.23,2173.95,28,1.2727,3663.73,96687.16,94912.75,1571.2453,3518.17,0.3763,1.7935,0.0313,0.0319,0.0825,0.1514,0.0539,0.1826,0.0,0.0,0.0,0.3763,0.0,0.0,0.0802,0.0,0.0098,9673.31
25,30,0.8333,85394.87,82388.54,59430.19,57256.23,2173.95,31,1.24,3415.79,96687.16,94912.75,1571.2453,3518.17,0.3552,1.8617,0.0764,0.0393,0.0779,0.1429,0.0509,0.1724,0.0,0.0,0.0,0.3552,0.0,0.0,0.0757,0.0,0.0093,4880.5
28,30,0.9333,89812.65,86806.32,59430.19,59430.19,0,34,1.2143,3207.59,96687.16,94912.75,1571.2453,3518.17,0.3377,1.8988,0.0727,0.0373,0.0839,0.1359,0.0484,0.1881,0.0,0.0,0.0,0.3377,0.0,0.0,0.072,0.0,0.024,462.73
1,30,0.0333,30331.83,30331.83,59544.25,30331.83,29212.42,1,1.0,30331.83,94616.19,94912.75,1606.7751,3607.99,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,61988.25
3,30,0.1,35130.94,35130.94,59544.25,32348.97,27195.28,4,1.3333,11710.31,94616.19,94912.75,1606.7751,3607.99,0.8634,0.4971,0.0,0.0,0.0782,0.0,0.001,0.0574,0.0,0.0,0.0,0.8634,0.0,0.0,0.0,0.0,0.0,57189.14
5,30,0.1667,52962.06,52962.06,59544.25,47260.03,12284.21,8,1.6,10592.41,94616.19,94912.75,1606.7751,3607.99,0.5727,1.2126,0.0,0.0211,0.0519,0.2447,0.0007,0.0749,0.0,0.0,0.0,0.5727,0.0,0.0,0.0341,0.0,0.0,39358.01
8,30,0.2667,59102.16,59102.16,59544.25,49093.02,10451.23,12,1.5,7387.77,94616.19,94912.75,1606.7751,3607.99,0.5132,1.4518,0.037,0.0189,0.0465,0.2193,0.01,0.0981,0.0,0.0,0.0,0.5132,0.0,0.0,0.057,0.0,0.0,33217.92
12,30,0.4,63623.75,63623.75,59544.25,51348.74,8195.51,16,1.3333,5301.98,94616.19,94912.75,1606.7751,3607.99,0.4767,1.5332,0.0575,0.0175,0.048,0.2037,0.0093,0.1266,0.0,0.0,0.0,0.4767,0.0,0.0,0.0607,0.0,0.0,28696.33
15,30,0.5,69007.01,66258.43,59544.25,51348.74,8195.51,19,1.2667,4600.47,94616.19,94912.75,1606.7751,3607.99,0.4395,1.668,0.053,0.0222,0.0986,0.1878,0.0086,0.1167,0.0,0.0,0.0,0.4395,0.0,0.0,0.0559,0.0,0.0177,23313.07
18,30,0.6,74691.41,71942.83,59544.25,53664.34,5879.91,23,1.2778,4149.52,94616.19,94912.75,1606.7751,3607.99,0.4061,1.7378,0.0775,0.0205,0.0996,0.1735,0.0159,0.1389,0.0,0.0,0.0,0.4061,0.0,0.0,0.0517,0.0,0.0163,17628.67
22,30,0.7333,83339.11,77017.23,59544.25,55765.32,3778.93,28,1.2727,3788.14,94616.19,94912.75,1606.7751,3607.99,0.364,1.8118,0.0695,0.0184,0.1032,0.1555,0.0142,0.1497,0.0,0.0,0.0,0.364,0.0,0.0,0.105,0.0,0.0206,8980.97
25,30,0.8333,88526.29,82204.41,59544.25,57720.17,1824.07,31,1.24,3541.05,94616.19,94912.75,1606.7751,3607.99,0.3426,1.8666,0.0667,0.0173,0.0971,0.1464,0.0134,0.163,0.0,0.0,0.0,0.3426,0.0,0.0,0.0988,0.0,0.0546,3793.78
28,30,0.9333,92209.76,85887.88,59544.25,59544.25,0,34,1.2143,3293.21,94616.19,94912.75,1606.7751,3607.99,0.3289,1.8829,0.0673,0.0166,0.0933,0.1406,0.0129,0.1762,0.0,0.0,0.0,0.3289,0.0,0.0,0.0949,0.0,0.0694,110.32
1,30,0.0333,32708.47,32708.47,60004.93,32708.47,27296.46,2,2.0,32708.47,93981.88,94912.75,1577.2625,4273.11,0.9273,0.2605,0.0,0.0,0.0,0.0,0.0,0.0727,0.0,0.0,0.0,0.9273,0.0,0.0,0.0,0.0,0.0,54258.44
3,30,0.1,33892.82,33892.82,60004.93,32708.47,27296.46,4,1.3333,11297.61,93981.88,94912.75,1577.2625,4273.11,0.8949,0.4234,0.0,0.0,0.0,0.0,0.0,0.0701,0.0,0.0,0.0,0.8949,0.0,0.0,0.0254,0.0,0.0095,53074.09
5,30,0.1667,51836.92,51836.92,60004.93,47216.85,12788.08,8,1.6,10367.38,93981.88,94912.75,1577.2625,4273.11,0.5851,1.1533,0.0,0.0084,0.0,0.2379,0.0,0.0879,0.0,0.0,0.0,0.5851,0.0,0.0,0.0166,0.0,0.0641,35129.99
8,30,0.2667,52372.42,52372.42,60004.93,47216.85,12788.08,10,1.25,6546.55,93981.88,94912.75,1577.2625,4273.11,0.5792,1.2047,0.003,0.0083,0.0,0.2354,0.0072,0.087,0.0,0.0,0.0,0.5792,0.0,0.0,0.0165,0.0,0.0634,34594.49
12,30,0.4,59093.62,59093.62,60004.93,49603.37,10401.56,14,1.1667,4924.47,93981.88,94912.75,1577.2625,4273.11,0.5133,1.4491,0.0027,0.0074,0.0269,0.2086,0.0528,0.1175,0.0,0.0,0.0,0.5133,0.0,0.0,0.0146,0.0,0.0562,27873.29
15,30,0.5,62324.41,62324.41,60004.93,51554.28,8450.65,17,1.1333,4154.96,93981.88,94912.75,1577.2625,4273.11,0.4867,1.5042,0.0025,0.007,0.0386,0.1978,0.0575,0.1427,0.0,0.0,0.0,0.4867,0.0,0.0,0.0138,0.0,0.0533,24642.5
18,30,0.6,66536.3,66536.3,60004.93,53479.34,6525.59,21,1.1667,3696.46,93981.88,94912.75,1577.2625,4273.11,0.4559,1.5576,0.0024,0.0066,0.0362,0.1853,0.0781,0.1626,0.0,0.0,0.0,0.4559,0.0,0.0,0.013,0.0,0.0601,20430.61
22,30,0.7333,70896.26,70896.26,60004.93,55658.86,4346.07,25,1.1364,3222.56,93981.88,94912.75,1577.2625,4273.11,0.4278,1.6391,0.0035,0.0339,0.0358,0.1739,0.0733,0.1833,0.0,0.0,0.0,0.4278,0.0,0.0,0.0122,0.0,0.0564,16070.65
25,30,0.8333,73412.29,73412.29,60004.93,57899.0,2105.93,27,1.08,2936.49,93981.88,94912.75,1577.2625,4273.11,0.4132,1.6488,0.0033,0.0327,0.0346,0.168,0.0708,0.2076,0.0,0.0,0.0,0.4132,0.0,0.0,0.0155,0.0,0.0544,13554.62
28,30,0.9333,85505.05,78708.6,60004.93,60004.93,0,31,1.1071,3053.75,93981.88,94912.75,1577.2625,4273.11,0.3547,1.7705,0.0029,0.0537,0.1208,0.1442,0.0608,0.2028,0.0,0.0,0.0,0.3547,0.0,0.0,0.0133,0.0,0.0467,1461.86
1,30,0.0333,33274.9,33274.9,58832.67,32504.75,26327.93,3,3.0,33274.9,89854.12,93271.55,992.0923,5759.38,0.9116,0.3498,0.0,0.0231,0.0,0.0,0.0,0.0653,0.0,0.0,0.0,0.9116,0.0,0.0,0.0,0.0,0.0,46550.75
3,30,0.1,34352.39,34352.39,58832.67,32504.75,26327.93,4,1.3333,11450.8,89854.12,93271.55,992.0923,5759.38,0.883,0.4783,0.0,0.0224,0.0,0.0,0.0,0.0633,0.0,0.0,0.0,0.883,0.0,0.0,0.0314,0.0,0.0,45473.26
5,30,0.1667,51412.53,51412.53,58832.67,47026.06,11806.61,8,1.6,10282.51,89854.12,93271.55,992.0923,5759.38,0.59,1.1072,0.0,0.015,0.0,0.245,0.0,0.0797,0.0,0.0,0.0,0.59,0.0,0.0,0.0703,0.0,0.0,28413.11
8,30,0.2667,53131.72,53131.72,58832.67,47026.06,11806.61,10,1.25,6641.47,89854.12,93271.55,992.0923,5759.38,0.5709,1.2086,0.0,0.0376,0.0,0.2371,0.0093,0.0771,0.0,0.0,0.0,0.5709,0.0,0.0,0.0681,0.0,0.0,26693.92
12,30,0.4,59096.73,59096.73,58832.67,49064.81,9767.87,13,1.0833,4924.73,89854.12,93271.55,992.0923,5759.38,0.5133,1.4099,0.0,0.0699,0.0,0.2131,0.0084,0.1039,0.0,0.0,0.0,0.5133,0.0,0.0,0.0612,0.0,0.0303,20728.92
15,30,0.5,62550.94,62550.94,58832.67,50920.32,7912.35,17,1.1333,4170.06,89854.12,93271.55,992.0923,5759.38,0.4849,1.5071,0.0058,0.066,0.0032,0.2014,0.0079,0.1278,0.0,0.0,0.0,0.4849,0.0,0.0,0.0578,0.0,0.0453,17274.7
18,30,0.6,69075.64,69075.64,58832.67,54656.79,4175.88,20,1.1111,3837.54,89854.12,93271.55,992.0923,5759.38,0.4391,1.5682,0.0052,0.1002,0.0029,0.1823,0.0071,0.1698,0.0,0.0,0.0,0.4391,0.0,0.0,0.0524,0.0,0.041,10750.0
22,30,0.7333,69795.8,69795.8,58832.67,54656.79,4175.88,22,1.0,3172.54,89854.12,93271.55,992.0923,5759.38,0.4346,1.5933,0.0052,0.0991,0.0028,0.1805,0.0138,0.1681,0.0,0.0,0.0,0.4346,0.0,0.0,0.0554,0.0,0.0406,10029.84
25,30,0.8333,74670.2,74670.2,58832.67,56794.68,2038.0,26,1.04,2986.81,89854.12,93271.55,992.0923,5759.38,0.4062,1.635,0.0048,0.0974,0.0027,0.1687,0.0129,0.1857,0.0,0.0,0.0,0.4062,0.0,0.0,0.0837,0.0,0.0379,5155.45
28,30,0.9333,79047.84,79047.84,58832.67,58832.67,0,30,1.0714,2823.14,89854.12,93271.55,992.0923,5759.38,0.3837,1.657,0.0046,0.1194,0.0025,0.1593,0.0143,0.2012,0.0,0.0,0.0,0.3837,0.0,0.0,0.0791,0.0,0.0358,777.8
1,30,0.0333,32551.74,32551.74,58252.35,32285.09,25967.26,3,3.0,32551.74,86370.88,91297.73,330.653,5309.75,0.9318,0.274,0.0,0.0,0.0082,0.0,0.0,0.06,0.0,0.0,0.0,0.9318,0.0,0.0,0.0,0.0,0.0,73713.24
3,30,0.1,32957.96,32957.96,58252.35,32285.09,25967.26,5,1.6667,10985.99,86370.88,91297.73,330.653,5309.75,0.9203,0.3329,0.0,0.0036,0.0168,0.0,0.0,0.0593,0.0,0.0,0.0,0.9203,0.0,0.0,0.0,0.0,0.0,73307.02
5,30,0.1667,49478.82,49478.82,58252.35,45392.36,12859.99,9,1.8,9895.76,86370.88,91297.73,330.653,5309.75,0.613,1.1268,0.0,0.0024,0.0112,0.219,0.014,0.0854,0.0,0.0,0.0,0.613,0.0,0.0,0.055,0.0,0.0,56786.16
8,30,0.2667,54737.31,54737.31,58252.35,47735.59,10516.76,13,1.625,6842.16,86370.88,91297.73,330.653,5309.75,0.5541,1.3488,0.0126,0.0149,0.0381,0.1979,0.0127,0.12,0.0,0.0,0.0,0.5541,0.0,0.0,0.0497,0.0,0.0,51527.67
12,30,0.4,61126.53,58552.21,58252.35,47735.59,10516.76,17,1.4167,5093.88,86370.88,91297.73,330.653,5309.75,0.4962,1.5945,0.0256,0.0133,0.0341,0.1773,0.0698,0.1075,0.0,0.0,0.0,0.4962,0.0,0.0,0.0445,0.0,0.0317,45138.45
15,30,0.5,74774.29,63384.5,58252.35,49841.1,8411.25,20,1.3333,4984.95,86370.88,91297.73,330.653,5309.75,0.4056,1.8229,0.0209,0.0109,0.051,0.1449,0.0571,0.116,0.0,0.0,0.0,0.4056,0.0,0.0,0.0364,0.1313,0.0259,31490.69
18,30,0.6,80275.29,68885.5,58252.35,53935.92,4316.43,24,1.3333,4459.74,86370.88,91297.73,330.653,5309.75,0.3778,1.857,0.0231,0.0101,0.0475,0.135,0.0532,0.1591,0.0,0.0,0.0,0.3778,0.0,0.0,0.0478,0.1223,0.0241,25989.69
22,30,0.7333,82099.89,70710.1,58252.35,53935.92,4316.43,28,1.2727,3731.81,86370.88,91297.73,330.653,5309.75,0.3695,1.8833,0.024,0.0114,0.047,0.132,0.052,0.1555,0.0,0.0,0.0,0.3695,0.0,0.0,0.0656,0.1196,0.0236,24165.09
25,30,0.8333,86605.2,75215.41,58252.35,56267.45,1984.9,32,1.28,3464.21,86370.88,91297.73,330.653,5309.75,0.3502,1.9177,0.0457,0.0108,0.0467,0.1251,0.0493,0.1744,0.0,0.0,0.0,0.3502,0.0,0.0,0.0622,0.1133,0.0224,19659.78
28,30,0.9333,102872.58,79518.71,58252.35,58252.35,0,36,1.2857,3674.02,86370.88,91297.73,330.653,5309.75,0.2948,1.9802,0.1645,0.0091,0.0393,0.1053,0.0415,0.1661,0.0,0.0,0.0,0.2948,0.0,0.0,0.0553,0.0954,0.0286,3392.4
1,30,0.0333,31959.05,31959.05,57829.21,30331.83,27497.38,2,2.0,31959.05,91019.18,91297.73,1067.5196,6339.82,0.9491,0.2012,0.0509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9491,0.0,0.0,0.0,0.0,0.0,63114.81
3,30,0.1,34210.37,34210.37,57829.21,32355.26,25473.95,4,1.3333,11403.46,91019.18,91297.73,1067.5196,6339.82,0.8866,0.4522,0.0476,0.0,0.0,0.0,0.0,0.0591,0.0,0.0,0.0,0.8866,0.0,0.0,0.0,0.0,0.0067,60863.49
5,30,0.1667,58464.78,48914.18,57829.21,46059.07,11770.14,7,1.4,11692.96,91019.18,91297.73,1067.5196,6339.82,0.5188,1.2763,0.0278,0.1805,0.0,0.2007,0.0,0.0683,0.0,0.0,0.0,0.5188,0.0,0.0,0.0,0.0,0.0039,36609.08
8,30,0.2667,60633.73,51083.13,57829.21,46059.07,11770.14,9,1.125,7579.22,91019.18,91297.73,1067.5196,6339.82,0.5002,1.3361,0.0268,0.1938,0.0,0.1935,0.0,0.0658,0.0,0.0,0.0,0.5002,0.0,0.0,0.0,0.0,0.0198,34440.13
12,30,0.4,67260.27,57709.67,57829.21,47844.73,9984.48,13,1.0833,5605.02,91019.18,91297.73,1067.5196,6339.82,0.451,1.4869,0.0242,0.2087,0.0,0.1745,0.0169,0.0859,0.0,0.0,0.0,0.451,0.0,0.0,0.0,0.0,0.0389,27813.59
15,30,0.5,74095.94,64545.34,57829.21,49758.96,8070.24,17,1.1333,4939.73,91019.18,91297.73,1067.5196,6339.82,0.4094,1.6307,0.0425,0.1898,0.0,0.1584,0.0609,0.1038,0.0,0.0,0.0,0.4094,0.0,0.0,0.0,0.0,0.0353,20977.91
18,30,0.6,75951.02,66400.42,57829.21,51614.04,6215.17,18,1.0,4219.5,91019.18,91297.73,1067.5196,6339.82,0.3994,1.6437,0.0415,0.1851,0.0,0.1545,0.0594,0.1257,0.0,0.0,0.0,0.3994,0.0,0.0,0.0,0.0,0.0344,19122.84
22,30,0.7333,82633.01,73082.41,57829.21,55721.47,2107.74,24,1.0909,3756.05,91019.18,91297.73,1067.5196,6339.82,0.3671,1.7428,0.0381,0.1702,0.006,0.142,0.068,0.1652,0.0,0.0,0.0,0.3671,0.0,0.0,0.0111,0.0,0.0322,12440.85
25,30,0.8333,87504.98,77954.38,57829.21,55721.47,2107.74,27,1.08,3500.2,91019.18,91297.73,1067.5196,6339.82,0.3466,1.8353,0.0599,0.1607,0.028,0.1341,0.0737,0.156,0.0,0.0,0.0,0.3466,0.0,0.0,0.0105,0.0,0.0304,7568.88
28,30,0.9333,93232.84,83682.24,57829.21,57829.21,0,31,1.1071,3329.74,91019.18,91297.73,1067.5196,6339.82,0.3253,1.9034,0.059,0.1508,0.0263,0.1259,0.0692,0.1691,0.0,0.0,0.0,0.3253,0.0,0.0,0.0311,0.0,0.0433,1841.02
1,30,0.0333,31898.22,31898.22,59323.58,30331.83,28991.75,2,2.0,31898.22,93721.49,91297.73,1104.4612,8740.19,0.9509,0.1959,0.0491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9509,0.0,0.0,0.0,0.0,0.0,69839.69
3,30,0.1,36400.88,36400.88,59323.58,34618.26,24705.33,5,1.6667,12133.63,93721.49,91297.73,1104.4612,8740.19,0.8333,0.5516,0.049,0.0,0.0,0.0,0.0,0.1178,0.0,0.0,0.0,0.8333,0.0,0.0,0.0,0.0,0.0,65337.04
5,30,0.1667,54248.01,51289.71,59323.58,46455.79,12867.79,8,1.6,10849.6,93721.49,91297.73,1104.4612,8740.19,0.5591,1.2193,0.1058,0.0,0.0,0.2182,0.0378,0.079,0.0,0.0,0.0,0.5591,0.0,0.0,0.0,0.0,0.0,47489.9
8,30,0.2667,67096.04,58213.02,59323.58,48593.9,10729.68,12,1.5,8387.01,93721.49,91297.73,1104.4612,8740.19,0.4521,1.6422,0.0856,0.0,0.0269,0.1764,0.0306,0.0958,0.0,0.0,0.0,0.4521,0.0,0.0,0.0295,0.1032,0.0,34641.87
12,30,0.4,71349.4,62466.38,59323.58,50579.23,8744.35,16,1.3333,5945.78,93721.49,91297.73,1104.4612,8740.19,0.4251,1.7578,0.0805,0.0264,0.0253,0.1659,0.0306,0.1179,0.0,0.0,0.0,0.4251,0.0,0.0,0.0277,0.0971,0.0035,30388.51
15,30,0.5,75354.54,66471.52,59323.58,52828.22,6495.36,20,1.3333,5023.64,93721.49,91297.73,1104.4612,8740.19,0.4025,1.8014,0.0762,0.0252,0.024,0.1571,0.029,0.1414,0.0,0.0,0.0,0.4025,0.0,0.0,0.0494,0.0919,0.0033,26383.37
18,30,0.6,76472.63,67589.61,59323.58,52828.22,6495.36,21,1.1667,4248.48,93721.49,91297.73,1104.4612,8740.19,0.3966,1.8254,0.0751,0.0394,0.0236,0.1548,0.0286,0.1394,0.0,0.0,0.0,0.3966,0.0,0.0,0.0487,0.0906,0.0032,25265.28
22,30,0.7333,80849.93,71966.91,59323.58,55100.34,4223.24,25,1.1364,3675.0,93721.49,91297.73,1104.4612,8740.19,0.3752,1.8791,0.071,0.0373,0.0223,0.1464,0.0323,0.1599,0.0,0.0,0.0,0.3752,0.0,0.0,0.0566,0.0856,0.0133,20887.98
25,30,0.8333,88694.1,79811.08,59323.58,57330.7,1992.88,29,1.16,3547.76,93721.49,91297.73,1104.4612,8740.19,0.342,1.9562,0.0841,0.034,0.0204,0.1335,0.0295,0.1709,0.0,0.0,0.0,0.342,0.0,0.0,0.0625,0.0781,0.0452,13043.81
28,30,0.9333,100749.09,85748.59,59323.58,59323.58,0,33,1.1786,3598.18,93721.49,91297.73,1104.4612,8740.19,0.3011,2.0001,0.0992,0.0299,0.022,0.1175,0.0259,0.1703,0.0,0.0,0.0,0.3011,0.0,0.0,0.1257,0.0687,0.0398,988.82
1,30,0.0333,34261.37,34261.37,57812.88,32399.2,25413.67,3,3.0,34261.37,101025.58,93696.97,650.9937,4651.93,0.8853,0.4356,0.0,0.0544,0.0,0.0,0.0,0.0603,0.0,0.0,0.0,0.8853,0.0,0.0,0.0,0.0,0.0,46695.98
3,30,0.1,35069.69,35069.69,57812.88,32399.2,25413.67,5,1.6667,11689.9,101025.58,93696.97,650.9937,4651.93,0.8649,0.5453,0.0037,0.0531,0.0194,0.0,0.0,0.059,0.0,0.0,0.0,0.8649,0.0,0.0,0.0,0.0,0.0,45887.66
5,30,0.1667,49175.39,49175.39,57812.88,45901.05,11911.82,8,1.6,9835.08,101025.58,93696.97,650.9937,4651.93,0.6168,1.101,0.0026,0.0379,0.0138,0.2296,0.0123,0.087,0.0,0.0,0.0,0.6168,0.0,0.0,0.0,0.0,0.0,31781.96
8,30,0.2667,51886.11,51886.11,57812.88,47802.99,10009.89,11,1.375,6485.76,101025.58,93696.97,650.9937,4651.93,0.5846,1.2069,0.0025,0.0359,0.0131,0.2176,0.0116,0.1191,0.0,0.0,0.0,0.5846,0.0,0.0,0.0,0.0,0.0156,29071.25
12,30,0.4,56779.13,56779.13,57812.88,49667.47,8145.41,16,1.3333,4731.59,101025.58,93696.97,650.9937,4651.93,0.5342,1.4,0.0041,0.0328,0.0168,0.1989,0.0252,0.1417,0.0,0.0,0.0,0.5342,0.0,0.0,0.0321,0.0,0.0142,24178.23
15,30,0.5,59102.69,59102.69,57812.88,49667.47,8145.41,19,1.2667,3940.18,101025.58,93696.97,650.9937,4651.93,0.5132,1.4741,0.004,0.0315,0.0212,0.1911,0.0242,0.1361,0.0,0.0,0.0,0.5132,0.0,0.0,0.0616,0.0,0.0172,21854.67
18,30,0.6,64550.94,64550.94,57812.88,53670.48,4142.4,22,1.2222,3586.16,101025.58,93696.97,650.9937,4651.93,0.4699,1.5384,0.0036,0.0288,0.0194,0.1749,0.0446,0.1866,0.0,0.0,0.0,0.4699,0.0,0.0,0.0564,0.0,0.0157,16406.42
